student_id,course_id
447,21
447,10
447,11
448,21
448,14
448,10
449,9
449,11
449,21
450,8
450,11
450,9
450,12
451,11
451,8
451,21
452,11
453,9
453,11
454,8
455,8
455,10
455,11
455,9
456,14
456,21
456,11
456,10
456,8
457,9
457,11
457,14
457,10
457,12
458,21
458,8
458,12
459,9
459,11
459,8
460,8
460,21
460,12
460,11
460,10
461,21
461,11
461,9
461,10
461,12
462,8
463,11
463,12
463,9
464,14
464,9
464,12
464,10
464,21
465,9
465,12
465,8
466,8
466,21
466,11
467,21
468,9
468,12
469,8
469,14
470,14
470,8
470,12
470,21
470,9
471,9
471,10
471,8
472,12
472,9
472,21
472,11
473,12
474,8
474,14
474,11
475,9
475,11
475,8
476,8
476,11
476,10
476,14
477,12
478,12
479,9
479,11
480,12
480,21
480,8
480,9
480,14
481,12
481,11
481,9
481,10
482,12
482,14
482,10
482,21
482,8
483,12
483,11
483,10
483,21
484,12
485,11
485,14
485,10
485,8
486,8
486,11
486,10
486,14
486,12
487,10
487,8
487,21
488,11
488,21
488,14
488,10
488,9
489,12
490,10
490,14
490,8
490,21
491,21
491,11
492,9
492,11
492,14
493,10
493,14
493,9
493,11
493,8
494,9
494,8
494,14
495,12
495,11
495,21
495,14
496,9
496,10
496,14
496,11
497,14
497,12
497,9
497,11
498,21
499,21
499,8
499,11
500,12
500,11
500,14
501,21
501,8
501,10
501,14
501,11
502,9
502,21
502,10
502,14
502,8
503,10
503,12
503,9
503,21
503,14
504,8
504,9
504,21
504,10
505,9
506,21
506,11
506,9
506,14
507,10
507,21
507,9
508,12
509,11
509,8
509,12
510,10
510,8
510,11
510,14
510,21
511,12
511,14
511,21
511,8
511,9
512,14
512,11
512,8
513,21
513,8
513,12
514,10
514,11
515,12
515,9
515,11
515,21
515,14
516,10
516,12
516,14
516,21
517,11
517,21
517,9
517,10
517,12
518,12
519,10
519,12
519,11
519,14
520,14
520,10
521,14
521,8
521,11
522,12
522,21
522,9
522,8
522,10
523,21
524,12
524,21
524,14
525,11
526,21
526,8
526,12
526,10
526,14
527,14
527,8
527,12
527,11
527,10
528,8
528,9
529,10
529,21
529,14
530,14
530,12
531,10
531,14
531,12
531,21
531,9
532,11
532,12
533,11
533,21
533,12
533,14
534,10
534,9
534,14
535,21
535,11
535,10
535,9
536,21
536,12
536,14
537,10
537,14
537,11
538,21
538,8
538,14
538,10
538,9
539,11
539,21
539,8
540,12
540,8
540,14
540,9
541,12
541,10
542,21
542,11
542,14
542,12
543,10
544,14
544,9
544,21
545,21
545,14
545,9
545,12
545,10
546,21
546,14
546,9
546,10
546,11
547,12
547,21
547,14
547,10
547,8
548,14
548,8
548,11
549,8
549,14
549,11
549,21
549,12
550,21
550,14
550,9
550,12
551,10
551,9
551,12
552,10
552,9
552,12
552,21
552,11
553,21
554,8
554,10
554,9
554,21
555,9
556,8
556,10
557,10
557,21
558,9
558,14
558,10
558,21
559,14
559,8
559,12
559,9
560,14
561,11
562,10
562,14
562,11
562,9
562,21
563,21
563,8
563,9
563,10
563,11
564,11
564,8
564,14
564,12
565,9
566,14
566,8
567,21
567,12
567,14
568,12
568,9
569,12
570,21
570,10
570,14
570,11
571,11
571,14
571,9
571,12
572,12
572,11
572,10
572,9
572,8
573,21
573,11
573,14
574,10
575,12
575,8
575,14
575,10
575,21
576,11
576,9
576,8
576,10
576,14
577,10
577,8
577,21
578,9
578,14
579,21
579,9
579,8
579,11
580,21
580,9
581,10
581,21
581,8
581,11
581,14
582,10
582,9
582,21
582,12
582,11
583,12
583,11
583,21
583,10
584,12
584,9
584,14
585,11
586,12
587,10
588,10
588,12
588,14
588,21
588,9
589,14
590,21
590,12
590,8
590,11
590,14
591,12
591,21
592,8
592,21
592,14
593,14
593,10
593,11
593,8
594,14
595,21
595,12
595,11
596,12
596,11
596,9
596,8
597,9
598,9
598,21
598,10
598,11
599,14
599,10
599,12
600,10
600,14
600,21
601,21
601,10
601,12
601,14
602,14
602,11
603,9
603,11
603,21
603,12
604,8
604,10
605,9
606,9
606,12
606,14
607,8
607,10
608,14
608,11
608,9
609,21
609,9
609,10
609,8
609,12
610,10
610,14
611,10
611,21
611,14
612,14
612,12
613,12
613,10
613,14
613,21
613,11
614,8
614,12
615,11
616,11
616,21
616,10
616,12
616,14
617,10
617,11
617,12
618,21
618,8
618,14
618,11
618,9
619,21
619,12
620,21
620,11
621,21
621,10
622,12
622,9
623,11
624,14
624,11
624,12
625,14
625,10
625,9
625,8
626,9
626,21
627,10
627,8
627,14
627,21
628,14
628,10
628,11
628,8
628,9
629,10
629,11
629,8
629,14
630,9
630,8
630,14
630,12
631,10
631,14
631,21
631,11
631,9
632,9
632,14
632,10
633,10
634,10
634,11
635,9
635,21
635,14
636,10
637,11
637,9
637,10
637,14
637,12
638,14
639,10
639,9
639,14
640,8
640,21
640,10
640,14
641,14
641,9
641,11
641,8
641,12
642,14
642,11
642,12
643,8
643,10
643,9
643,11
643,12
644,14
644,9
644,8
644,21
644,12
645,11
645,9
645,21
645,10
645,12
646,14
646,21
646,11
646,9
646,8
647,8
647,21
647,10
648,10
648,8
648,9
648,11
649,8
649,9
649,10
650,8
650,12
651,11
651,21
652,10
652,11
653,14
653,11
653,12
654,12
654,11
654,8
654,21
655,11
655,8
655,9
656,11
656,12
656,21
656,8
657,10
657,11
657,9
658,12
658,21
659,21
659,9
659,10
660,21
660,11
660,8
661,11
661,12
662,14
662,12
662,9
663,9
663,11
663,14
663,12
663,8
664,11
664,9
664,8
664,14
665,21
665,14
665,11
665,9
665,10
666,12
666,8
666,21
666,11
667,9
667,14
668,11
669,10
669,11
670,8
670,11
670,21
671,9
671,12
671,21
671,11
672,11
672,21
672,12
672,8
673,9
673,10
673,12
673,21
673,8
674,9
674,8
674,12
675,12
675,10
675,21
675,8
675,11
676,9
676,21
676,11
676,12
677,9
678,14
678,9
678,10
678,21
679,10
679,21
680,11
680,10
681,21
681,14
681,11
681,9
682,14
682,21
682,9
682,8
683,12
683,8
684,21
684,12
685,12
685,9
685,21
685,11
686,9
686,21
686,8
686,14
686,10
687,10
687,8
687,11
687,14
688,9
688,12
688,10
689,10
690,14
690,11
690,21
690,8
690,9
691,21
692,11
692,12
692,9
692,14
692,10
693,12
693,11
693,14
693,21
693,8
694,21
694,14
695,9
695,8
696,9
696,11
696,14
696,12
697,9
697,14
697,10
698,12
698,8
698,10
699,11
699,8
700,14
701,21
701,10
701,9
701,12
702,10
703,11
703,14
703,12
703,21
703,9
704,9
704,10
705,9
705,12
705,8
706,8
706,9
706,11
706,10
707,12
707,9
707,10
707,14
708,14
708,9
708,8
708,21
708,12
709,10
710,21
710,9
710,12
710,10
711,12
711,8
711,9
712,9
713,12
713,10
713,9
713,11
714,8
714,11
715,10
716,11
716,21
716,12
716,14
717,14
717,21
718,14
718,9
718,10
718,21
719,14
719,9
720,9
720,21
720,11
720,10
721,14
721,21
721,8
721,12
721,10
722,21
722,9
722,12
723,9
723,21
723,10
724,14
724,21
724,12
724,11
724,10
725,10
726,14
726,11
726,12
726,10
727,11
727,21
728,21
728,9
728,8
728,10
729,21
729,9
729,12
729,10
730,21
731,9
732,10
733,21
733,12
733,11
733,9
734,10
734,12
734,9
734,21
735,21
735,8
735,14
735,10
735,11
736,14
737,8
737,10
738,14
738,10
738,8
738,9
739,8
739,11
740,8
740,21
740,14
741,12
741,8
741,11
741,14
741,9
742,21
743,14
743,8
743,21
743,12
744,10
744,12
744,14
745,21
746,8
747,14
747,8
748,10
748,12
748,9
748,14
748,21
749,8
749,21
749,9
750,11
750,21
750,14
750,9
751,10
751,21
751,12
751,14
751,8
752,10
752,9
753,14
753,11
753,21
753,9
753,10
754,11
755,12
755,10
755,11
755,21
756,9
757,12
757,21
758,11
758,9
758,12
758,21
759,14
759,21
759,12
760,10
760,21
760,8
760,14
761,12
761,8
762,10
762,11
763,12
764,8
764,21
765,11
765,8
765,10
766,11
767,8
767,11
768,12
769,11
769,10
770,10
771,14
771,21
771,8
771,11
771,9
772,8
772,10
772,12
772,9
772,14
773,11
773,14
774,21
774,8
775,12
775,14
775,9
776,10
777,14
777,9
777,21
777,12
777,10
778,14
778,9
779,12
779,21
779,8
779,11
779,9
780,10
780,8
780,21
781,21
781,11
781,12
781,9
781,10
782,14
783,10
784,9
784,21
785,11
785,21
786,14
786,12
786,8
786,11
786,10
787,14
787,8
787,21
787,12
788,11
788,8
788,9
788,10
789,8
789,9
789,11
790,12
791,10
791,12
791,8
791,11
792,8
792,14
792,10
792,12
792,21
793,12
793,10
793,21
794,10
794,9
795,14
795,11
795,21
795,8
795,9
796,9
796,10
797,11
797,12
798,21
798,9
799,14
799,10
799,8
799,21
799,9
800,11
800,9
801,9
801,14
801,21
801,12
802,8
803,14
803,9
803,11
803,21
803,10
804,12
804,10
805,10
805,9
805,11
806,8
806,21
806,12
807,11
807,10
807,9
808,10
808,8
809,11
809,14
809,21
809,10
810,11
811,11
811,12
811,10
812,12
813,12
813,21
813,8
814,8
814,12
815,9
815,12
816,12
816,9
817,10
818,8
818,9
818,11
819,8
819,11
819,9
819,21
820,8
821,9
821,14
822,21
823,14
823,12
823,9
823,10
824,9
824,11
824,21
825,11
826,8
826,21
827,12
827,10
827,11
827,9
828,21
828,11
829,10
829,9
830,21
830,14
831,12
831,14
832,11
832,12
832,8
832,21
833,8
833,9
833,11
834,10
834,21
835,9
835,11
835,14
835,10
836,10
836,11
836,8
836,9
836,12
837,9
837,8
838,21
838,14
838,12
838,10
838,9
839,12
839,21
839,9
839,8
840,12
840,14
840,11
840,9
840,21
841,8
841,11
842,10
842,21
842,11
843,9
844,9
844,12
844,21
845,10
845,21
845,9
846,10
846,9
847,11
847,10
848,11
849,10
850,21
850,12
850,14
850,10
851,12
851,14
852,9
852,11
852,21
852,10
852,8
853,21
853,8
854,11
854,9
854,14
854,12
854,21
855,10
855,11
855,14
856,12
856,9
856,14
856,8
856,10
857,8
857,11
858,11
858,14
859,9
860,8
861,14
861,9
861,12
861,10
862,8
862,21
862,10
863,10
863,12
863,9
863,11
863,21
864,21
864,10
864,12
865,10
865,11
865,9
865,12
866,8
866,9
867,10
868,9
868,21
868,10
869,10
869,14
869,12
869,11
870,9
870,8
870,12
871,8
871,12
871,10
872,12
872,11
872,21
872,10
873,11
873,9
874,12
874,8
875,11
875,8
876,8
876,9
877,21
877,9
878,8
879,21
879,9
879,10
879,11
880,14
880,10
881,8
881,12
882,21
883,12
884,9
884,11
884,14
884,21
884,12
885,10
885,11
886,9
886,11
886,12
886,8
887,8
887,14
887,21
887,12
887,10
888,14
888,10
888,12
888,9
889,14
889,21
889,8
890,10
891,9
892,10
892,9
892,21
893,9
894,21
894,8
894,12
895,21
895,14
896,11
896,8
896,10
896,9
897,11
897,21
898,11
898,21
899,14
899,11
899,9
899,12
900,12
900,9
900,11
900,10
901,10
902,12
902,9
903,9
904,8
904,11
904,9
905,8
905,12
905,9
905,14
906,10
907,8
907,11
907,21
908,14
908,8
908,11
909,21
910,10
910,21
911,12
911,21
911,8
912,10
913,9
914,14
914,9
914,21
914,12
914,11
915,8
915,12
916,10
917,11
918,9
918,11
918,14
918,21
919,8
920,21
921,14
922,14
922,11
923,11
923,8
923,12
923,9
923,14
924,9
924,8
924,21
924,10
924,11
925,14
926,21
926,12
927,12
927,10
927,14
927,8
928,8
929,10
929,12
929,11
930,10
930,14
930,12
930,11
930,21
931,14
931,12
932,12
932,9
933,21
933,11
933,9
934,12
934,10
934,14
934,21
934,11
935,9
936,10
936,14
937,12
937,8
937,14
937,21
938,9
938,11
938,12
938,10
939,9
939,14
939,12
939,11
939,21
940,14
940,10
941,11
941,21
941,8
942,9
943,10
944,14
944,8
944,9
945,8
946,10
946,21
947,9
947,14
948,21
949,8
950,12
950,14
950,9
951,10
951,12
951,8
951,14
951,11
952,21
952,14
953,12
953,8
953,14
954,11
954,8
954,9
954,14
954,12
955,9
955,11
955,14
955,21
956,12
956,11
956,21
957,11
958,12
958,14
958,9
959,14
959,8
959,11
959,9
960,8
960,12
960,21
960,14
960,11
961,8
961,10
962,12
962,11
962,14
962,10
963,10
964,10
964,21
964,14
965,14
965,12
965,8
966,8
967,14
967,12
967,9
967,8
968,8
969,12
969,21
969,11
970,12
970,11
970,14
971,21
971,14
971,10
972,14
972,9
972,21
972,8
973,8
973,11
973,21
973,10
973,12
974,10
974,12
974,21
974,8
975,12
975,8
975,14
976,8
977,21
977,12
977,10
978,21
979,21
979,8
979,14
980,11
981,21
981,11
982,21
982,9
983,21
983,12
983,9
983,10
984,14
984,11
984,12
984,10
984,9
985,9
986,14
986,12
986,8
986,10
986,21
987,10
987,11
987,14
987,21
988,14
988,8
989,8
989,9
989,12
990,9
990,21
990,12
990,11
991,11
991,12
992,21
992,12
993,11
993,21
993,9
994,10
995,8
995,12
995,21
996,8
996,14
996,10
997,21
997,14
997,11
997,10
998,12
999,9
999,10
999,8
999,14
999,12
1000,8
